Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Delivery_Date,Weight_kg,Cost,Status,Distance_miles,Transit_Days
SH11008,Mumbai_Warehouse,Nashik,DHL,2025-07-03,2025-07-07,13.8,608.89,Delivered,1091,4
SH11009,Bengaluru_Warehouse,Jaipur,XpressBees,2025-09-25,2025-10-02,9.7,816.29,Delivered,1591,7
SH11010,Delhi_Warehouse,Chennai,FedEx,2025-07-09,2025-07-15,7.4,972.1,Delayed,2040,6
SH11011,Bengaluru_Warehouse,Surat,BlueDart,2025-04-09,2025-04-13,37.2,801.13,Delivered,955,4
SH11012,Pune_Warehouse,Hyderabad,DHL,2025-10-19,2025-10-25,21.5,,Delivered,1289,6
SH11013,Mumbai_Warehouse,Pune,Ecom Express,2025-03-31,2025-04-02,14.3,224.95,Delivered,161,2
SH11014,Mumbai_Warehouse,Ahmedabad,Ecom Express,2025-04-25,2025-04-29,26.3,1142.58,Delivered,1855,4
SH11015,Mumbai_Warehouse,Nagpur,DHL,2025-07-09,2025-07-13,33.6,896.19,In Transit,1250,4
SH11016,Ahmedabad_Warehouse,Surat,DHL,2025-11-02,2025-11-07,11.0,795.36,Delivered,1176,5
SH11017,Pune_Warehouse,Pune,Delhivery,2025-05-21,2025-05-26,21.1,845.57,Delivered,1354,5
SH11018,Pune_Warehouse,Jaipur,XpressBees,2025-06-30,2025-07-03,21.4,499.33,In Transit,578,3
SH11019,Bengaluru_Warehouse,Ahmedabad,DHL,2025-01-16,2025-01-19,42.2,1106.61,Delivered,1515,3
SH11020,Mumbai_Warehouse,Jaipur,FedEx,2025-02-12,2025-02-17,14.2,970.08,Delivered,1876,5
SH11021,Bengaluru_Warehouse,Pune,Delhivery,2025-01-21,2025-01-26,9.5,442.95,Delivered,907,5
SH11022,Bengaluru_Warehouse,Mumbai,DHL,2025-01-27,2025-01-28,22.7,415.54,Delivered,371,1
SH11023,Hyderabad_Warehouse,Jaipur,FedEx,2025-11-14,2025-11-17,27.7,720.51,Delivered,998,3
SH11024,Mumbai_Warehouse,Nashik,DHL,2025-11-04,2025-11-06,20.0,387.54,Delivered,536,2
SH11025,Mumbai_Warehouse,Jaipur,BlueDart,2025-10-27,2025-10-30,44.0,855.7,Delivered,966,3
SH11026,Hyderabad_Warehouse,Mumbai,Ecom Express,2025-01-21,2025-01-26,14.2,753.13,Delivered,1586,5
SH11027,Delhi_Warehouse,Chennai,BlueDart,2025-01-29,2025-02-01,20.3,370.77,In Transit,327,3
SH11028,Mumbai_Warehouse,Delhi,FedEx,2025-04-13,2025-04-19,6.0,934.42,Delivered,1881,6
SH11029,Bengaluru_Warehouse,Hyderabad,BlueDart,2025-07-26,2025-07-28,9.1,414.68,Delivered,600,2
SH11030,Delhi_Warehouse,Bengaluru,Delhivery,2025-05-02,2025-05-07,11.1,,Delivered,2242,5
SH11031,Ahmedabad_Warehouse,Hyderabad,DHL,2025-06-27,2025-07-03,15.8,984.5,Delivered,1845,6
SH11032,Ahmedabad_Warehouse,Ahmedabad,DHL,2025-03-05,2025-03-08,6.8,396.24,Delivered,718,3
SH11033,Bengaluru_Warehouse,Jaipur,FedEx,2025-09-24,2025-09-30,26.1,903.04,Delivered,1430,6
SH11034,Mumbai_Warehouse,Nagpur,XpressBees,2025-04-25,2025-04-29,10.4,306.41,Delayed,321,4
SH11035,Hyderabad_Warehouse,Surat,Ecom Express,2025-01-25,2025-01-29,61.9,680.12,Delayed,294,4
SH11036,Pune_Warehouse,Nashik,DHL,2025-09-29,2025-10-05,10.6,1189.88,Delayed,2393,6
SH11037,Ahmedabad_Warehouse,Kolkata,FedEx,2025-11-26,2025-12-02,19.0,1102.6,Delivered,2016,6
SH11038,Bengaluru_Warehouse,Jaipur,BlueDart,2025-01-06,2025-01-09,17.4,398.52,Delivered,428,3
SH11039,Delhi_Warehouse,Delhi,FedEx,2025-06-09,2025-06-13,8.5,597.05,Delivered,742,4
SH11040,Ahmedabad_Warehouse,Surat,XpressBees,2025-10-29,2025-10-31,15.8,430.84,Delivered,534,2
SH11041,Bengaluru_Warehouse,Nagpur,XpressBees,2025-09-15,2025-09-20,15.7,625.65,Delivered,1018,5
SH11042,Delhi_Warehouse,Nashik,FedEx,2025-11-09,2025-11-12,31.3,643.7,Delivered,764,3
SH11043,Pune_Warehouse,Nashik,DHL,2025-06-01,2025-06-05,23.2,582.48,Delivered,854,4
SH11044,Bengaluru_Warehouse,Jaipur,FedEx,2025-05-16,2025-05-19,25.9,903.61,Delivered,1347,3
SH11045,Pune_Warehouse,Nagpur,Delhivery,2025-09-16,2025-09-19,30.9,520.37,Delivered,513,3
SH11046,Mumbai_Warehouse,Mumbai,Ecom Express,2025-02-26,2025-03-04,26.1,1200.07,Delivered,2213,6
SH11047,Mumbai_Warehouse,Jaipur,BlueDart,2025-03-29,2025-04-04,21.0,998.76,delivered,1833,6
SH11048,Bengaluru_Warehouse,Ahmedabad,FedEx,2025-08-08,2025-08-14,11.0,923.21,Delivered,1914,6
SH11049,Ahmedabad_Warehouse,Surat,FedEx,2025-09-01,2025-09-04,20.1,349.84,Delivered,465,3
SH11050,Pune_Warehouse,Nagpur,DHL,2025-02-13,2025-02-18,9.6,885.84,Delivered,1785,5
SH11051,Pune_Warehouse,Kolkata,DHL,2025-07-05,2025-07-12,16.7,1151.56,Delayed,2099,7
SH11052,Bengaluru_Warehouse,Mumbai,BlueDart,2025-05-14,2025-05-16,15.2,421.21,Delivered,479,2
SH11053,Mumbai_Warehouse,Chennai,Delhivery,2025-07-03,2025-07-07,15.9,1095.2,Delivered,1891,4
SH11054,Mumbai_Warehouse,Bengaluru,DHL,2025-12-16,2025-12-20,6.8,568.02,Delivered,926,4
SH11055,Bengaluru_Warehouse,Ahmedabad,FedEx,2025-01-28,2025-02-02,1.8,955.72,Delivered,1980,5
SH11056,Bengaluru_Warehouse,Kolkata,XpressBees,2025-12-30,2026-01-02,13.4,810.69,Delayed,1222,3
SH11057,Mumbai_Warehouse,Kolkata,XpressBees,2025-06-14,2025-06-19,35.4,1222.28,Delivered,2016,5
SH11058,Pune_Warehouse,Nashik,Delhivery,2025-10-09,2025-10-12,18.8,415.89,In Transit,411,3
SH11059,Pune_Warehouse,Nashik,Delhivery,2025-06-04,2025-06-08,33.8,787.93,Delayed,1003,4
SH11060,Hyderabad_Warehouse,Nagpur,Delhivery,2025-04-24,2025-04-25,9.6,548.91,Delivered,720,1
SH11061,Bengaluru_Warehouse,Kolkata,BlueDart,2025-10-09,2025-10-12,12.9,466.15,Delivered,658,3
SH11062,Hyderabad_Warehouse,Jaipur,FedEx,2025-09-08,2025-09-12,64.2,928.14,Delivered,805,4
SH11063,Mumbai_Warehouse,Mumbai,BlueDart,2025-02-22,2025-02-25,10.0,611.86,Delivered,987,3
SH11064,Ahmedabad_Warehouse,Pune,Ecom Express,2025-09-15,2025-09-17,25.5,403.48,Delivered,361,2
SH11065,Pune_Warehouse,Nagpur,Delhivery,2025-10-02,2025-10-08,25.5,1074.95,Delivered,1783,6
SH11066,Ahmedabad_Warehouse,Nagpur,Ecom Express,2025-05-22,2025-05-27,23.8,892.22,Delivered,1398,5
SH11067,Ahmedabad_Warehouse,Kolkata,Delhivery,2025-12-04,2025-12-11,25.7,1162.47,Delivered,2082,7
SH11068,Delhi_Warehouse,Ahmedabad,DHL,2025-08-22,2025-08-25,9.9,942.03,Delivered,1778,3
SH11069,Hyderabad_Warehouse,Hyderabad,Delhivery,2025-05-02,2025-05-06,13.8,289.77,Delivered,415,4
SH11070,Hyderabad_Warehouse,Pune,XpressBees,2025-01-04,2025-01-07,2.2,200.48,In Transit,221,3
SH11071,Hyderabad_Warehouse,Chennai,Delhivery,2025-09-04,2025-09-10,43.1,877.02,Delivered,1086,6
SH11072,Mumbai_Warehouse,Surat,Delhivery,2025-03-18,2025-03-21,25.7,972.05,Delivered,1229,3
SH11073,Mumbai_Warehouse,Mumbai,FedEx,2025-10-04,2025-10-05,11.1,450.88,In Transit,638,1
SH11074,Ahmedabad_Warehouse,Hyderabad,Ecom Express,2025-07-11,2025-07-17,9.7,955.79,Delivered,1967,6
SH11075,Hyderabad_Warehouse,Bengaluru,BlueDart,2025-06-20,2025-06-24,35.8,927.99,Delivered,1475,4
SH11076,Bengaluru_Warehouse,Nagpur,FedEx,2025-03-01,2025-03-07,10.5,1031.91,Delivered,1883,6
SH11077,Pune_Warehouse,Chennai,BlueDart,2025-09-17,2025-09-20,11.0,287.39,Delivered,317,3
SH11078,Delhi_Warehouse,Nashik,DHL,2025-03-02,2025-03-08,8.3,966.77,Delayed,2047,6
SH11079,Delhi_Warehouse,Surat,XpressBees,2025-06-02,2025-06-05,28.8,576.4,Delivered,555,3
SH11080,Delhi_Warehouse,Pune,Ecom Express,2025-11-02,2025-11-06,33.5,882.64,Delivered,1148,4
SH11081,Bengaluru_Warehouse,Chennai,FedEx,2025-12-02,2025-12-06,15.3,717.84,Delivered,1126,4
SH11082,Hyderabad_Warehouse,Nagpur,Ecom Express,2025-12-28,2026-01-03,33.7,1233.16,Delivered,2061,6
SH11083,Delhi_Warehouse,Pune,DHL,2025-12-16,2025-12-20,22.5,585.77,Delivered,728,4
SH11084,Ahmedabad_Warehouse,Nagpur,BlueDart,2025-07-22,2025-07-26,7.9,428.71,Delivered,640,4
SH11085,Mumbai_Warehouse,Delhi,Delhivery,2025-03-15,2025-03-19,41.2,819.14,Delivered,882,4
SH11086,Hyderabad_Warehouse,Delhi,DHL,2025-11-03,2025-11-06,8.2,565.35,Delivered,934,3
SH11087,Hyderabad_Warehouse,Pune,Ecom Express,2025-10-20,2025-10-21,16.1,484.94,Delivered,495,1
SH11088,Bengaluru_Warehouse,Nagpur,Ecom Express,2025-12-28,2025-12-31,15.3,415.59,Delayed,482,3
SH11089,Delhi_Warehouse,Chennai,Delhivery,2025-08-26,2025-08-28,13.5,408.97,Delivered,617,2
SH11090,Delhi_Warehouse,Ahmedabad,FedEx,2025-02-21,2025-02-25,3.8,606.26,Delivered,1195,4
SH11091,Delhi_Warehouse,Chennai,Ecom Express,2025-07-03,2025-07-06,56.2,973.38,Delivered,891,3
SH11092,Ahmedabad_Warehouse,Bengaluru,BlueDart,2025-06-13,2025-06-17,4.2,441.64,Delayed,1010,4
SH11093,Mumbai_Warehouse,Ahmedabad,Ecom Express,2025-11-04,2025-11-08,42.8,1106.9,Delivered,1812,4
SH11094,Bengaluru_Warehouse,Chennai,Delhivery,2025-05-24,2025-05-26,9.5,480.06,Delayed,640,2
SH11095,Ahmedabad_Warehouse,Hyderabad,DHL,2025-04-30,2025-05-07,11.8,1221.51,Delivered,2280,7
SH11096,Bengaluru_Warehouse,Jaipur,DHL,2025-01-30,2025-02-04,40.2,1146.75,Delayed,1892,5
SH11097,Bengaluru_Warehouse,Pune,DHL,2025-11-01,2025-11-04,24.1,491.14,Delayed,478,3
SH11098,Bengaluru_Warehouse,Ahmedabad,DHL,2025-10-03,2025-10-07,6.2,454.71,Delivered,819,4
SH11099,Bengaluru_Warehouse,Kolkata,FedEx,2025-01-16,2025-01-20,6.1,327.08,Delivered,499,4
SH11100,Bengaluru_Warehouse,Chennai,DHL,2025-06-08,2025-06-12,21.8,583.66,Delivered,718,4
SH11101,Ahmedabad_Warehouse,Delhi,XpressBees,2025-06-25,2025-06-29,8.1,474.64,Delivered,945,4
SH11102,Hyderabad_Warehouse,Ahmedabad,XpressBees,2025-06-21,2025-06-24,24.8,385.3,Delivered,370,3
SH11103,Ahmedabad_Warehouse,Jaipur,FedEx,2025-12-02,2025-12-05,26.4,323.53,Delivered,85,3
SH11104,Bengaluru_Warehouse,Surat,FedEx,2025-02-24,2025-02-28,10.2,631.2,In Transit,1125,4
SH11105,Hyderabad_Warehouse,Chennai,Ecom Express,2025-04-22,2025-04-26,12.3,865.18,Delivered,1768,4
SH11106,Ahmedabad_Warehouse,Chennai,Delhivery,2025-03-08,2025-03-11,22.3,645.62,Delivered,792,3
SH11107,Pune_Warehouse,Chennai,Delhivery,2025-03-31,2025-04-07,9.9,1047.54,Delivered,2158,7
SH11108,Ahmedabad_Warehouse,Bengaluru,XpressBees,2025-11-28,2025-12-01,18.8,617.7,Delivered,955,3
SH11109,Hyderabad_Warehouse,Bengaluru,Delhivery,2025-12-10,2025-12-18,66.6,1609.59,Delivered,2257,8
SH11110,Delhi_Warehouse,Hyderabad,Ecom Express,2025-01-17,2025-01-20,23.0,532.17,Delivered,628,3
SH11111,Hyderabad_Warehouse,Hyderabad,Delhivery,2025-08-19,2025-08-24,13.7,818.33,Delivered,1371,5
SH11112,Pune_Warehouse,Surat,Delhivery,2025-03-26,2025-04-02,59.7,1342.51,In Transit,1920,7
SH11113,Hyderabad_Warehouse,Kolkata,FedEx,2025-03-12,2025-03-14,30.1,340.47,Delivered,194,2
SH11114,Bengaluru_Warehouse,Kolkata,Delhivery,2025-04-17,2025-04-24,8.2,1110.84,In Transit,2329,7
SH11115,Ahmedabad_Warehouse,Jaipur,XpressBees,2025-03-12,2025-03-16,9.4,559.69,Delivered,944,4
SH11116,Bengaluru_Warehouse,Nashik,BlueDart,2025-06-28,2025-07-01,4.6,584.26,Delivered,1270,3
SH11117,Bengaluru_Warehouse,Pune,DHL,2025-12-30,2026-01-04,22.0,858.47,Delivered,1590,5
SH11118,Bengaluru_Warehouse,Delhi,Delhivery,2025-08-03,2025-08-09,3.3,800.58,Delivered,1625,6
SH11119,Bengaluru_Warehouse,Jaipur,Ecom Express,2025-09-21,2025-09-23,59.7,591.13,Delayed,108,2
SH11120,Ahmedabad_Warehouse,Bengaluru,XpressBees,2025-06-30,2025-07-07,14.8,1039.41,Delivered,2175,7
SH11121,Hyderabad_Warehouse,Jaipur,Delhivery,2025-01-06,2025-01-09,31.3,1061.9,Delivered,1578,3
SH11122,Mumbai_Warehouse,Kolkata,Ecom Express,2025-01-31,2025-02-05,13.9,1212.56,Delayed,2498,5
SH11123,Bengaluru_Warehouse,Bengaluru,FedEx,2025-04-09,2025-04-14,21.8,834.64,Delivered,1205,5
SH11124,Pune_Warehouse,Surat,BlueDart,2025-03-30,2025-04-05,16.2,871.53,Delayed,1553,6
SH11125,Mumbai_Warehouse,Ahmedabad,BlueDart,2025-11-03,2025-11-07,18.4,727.63,Delivered,1131,4
SH11126,Ahmedabad_Warehouse,Chennai,FedEx,2025-11-04,2025-11-11,37.5,1323.72,Delayed,2230,7
SH11127,Ahmedabad_Warehouse,Mumbai,Ecom Express,2025-11-08,2025-11-15,49.0,1228.27,Delivered,2090,7
SH11128,Ahmedabad_Warehouse,Delhi,XpressBees,2025-08-21,2025-08-27,46.7,1370.35,Delivered,2276,6
SH11129,Delhi_Warehouse,Surat,FedEx,2025-07-23,2025-07-27,98.7,1451.74,Delivered,1285,4
SH11130,Delhi_Warehouse,Kolkata,DHL,2025-08-25,2025-08-31,10.7,1026.39,Delivered,1989,6
SH11131,Hyderabad_Warehouse,Ahmedabad,Ecom Express,2025-05-29,2025-06-02,23.2,568.95,In Transit,929,4
SH11132,Pune_Warehouse,Mumbai,XpressBees,2025-09-02,2025-09-05,10.8,664.03,Delivered,1179,3
SH11133,Mumbai_Warehouse,Mumbai,XpressBees,2025-10-17,2025-10-22,36.5,1131.99,Delivered,1913,5
SH11134,Delhi_Warehouse,Hyderabad,FedEx,2025-10-06,2025-10-08,8.5,269.31,Delivered,248,2
SH11135,Bengaluru_Warehouse,Kolkata,Ecom Express,2025-08-13,2025-08-19,37.9,1153.3,Delayed,1791,6
SH11136,Delhi_Warehouse,Bengaluru,Ecom Express,2025-01-22,2025-01-24,20.4,331.25,Delivered,88,2
SH11137,Pune_Warehouse,Kolkata,Ecom Express,2025-09-22,2025-09-26,16.9,900.99,Delayed,1473,4
SH11138,Bengaluru_Warehouse,Ahmedabad,Ecom Express,2025-05-14,2025-05-19,18.2,771.92,Delivered,1219,5
SH11139,Ahmedabad_Warehouse,Pune,XpressBees,2025-09-29,2025-10-03,7.4,693.38,Delayed,1198,4
SH11140,Pune_Warehouse,Ahmedabad,BlueDart,2025-07-16,2025-07-20,7.9,657.5,Delivered,1261,4
SH11141,Delhi_Warehouse,Bengaluru,DHL,2025-11-18,2025-11-21,20.7,938.32,Delivered,1255,3
SH11142,Pune_Warehouse,Nashik,FedEx,2025-05-04,2025-05-07,20.6,628.22,Delivered,1048,3
SH11143,Pune_Warehouse,Nagpur,XpressBees,2025-12-06,2025-12-10,11.2,631.69,Delivered,1156,4
SH11144,Bengaluru_Warehouse,Nashik,XpressBees,2025-11-05,2025-11-10,14.7,860.16,In Transit,1442,5
SH11145,Delhi_Warehouse,Kolkata,DHL,2025-05-01,2025-05-07,24.5,1136.47,In Transit,1921,6
SH11146,Bengaluru_Warehouse,Chennai,BlueDart,2025-06-26,2025-07-01,9.8,779.37,Delivered,1403,5
SH11147,Mumbai_Warehouse,Chennai,FedEx,2025-07-13,2025-07-20,4.2,834.92,In Transit,1624,7
SH11148,Bengaluru_Warehouse,Mumbai,FedEx,2025-10-08,2025-10-13,44.1,1222.25,Delivered,2100,5
SH11149,Mumbai_Warehouse,Surat,Delhivery,2025-09-09,2025-09-14,21.6,1390.51,Delivered,2475,5
SH11150,Delhi_Warehouse,Hyderabad,Delhivery,2025-11-07,2025-11-08,12.7,309.46,Delivered,316,1
SH11151,Ahmedabad_Warehouse,Nagpur,BlueDart,2025-05-16,2025-05-21,10.8,995.06,Delivered,1797,5
SH11152,Delhi_Warehouse,Nashik,BlueDart,2025-07-04,2025-07-06,9.8,303.88,Delivered,601,2
SH11153,Hyderabad_Warehouse,Chennai,Delhivery,2025-06-07,2025-06-10,36.4,626.95,Delivered,532,3
SH11154,Delhi_Warehouse,Delhi,Ecom Express,2025-11-28,2025-12-05,6.5,941.32,Delivered,1993,7
SH11155,Ahmedabad_Warehouse,Nagpur,DHL,2025-04-22,2025-04-26,23.1,399.38,Delivered,218,4
SH11156,Ahmedabad_Warehouse,Delhi,DHL,2025-08-03,2025-08-09,23.1,1187.55,Delayed,2128,6
SH11157,Ahmedabad_Warehouse,Surat,BlueDart,2025-02-13,2025-02-21,29.1,1161.44,Delivered,1938,8
SH11158,Delhi_Warehouse,Nagpur,BlueDart,2025-11-07,2025-11-13,13.6,1182.32,Delivered,2488,6
SH11159,Pune_Warehouse,Hyderabad,XpressBees,2025-05-21,2025-05-25,41.8,1140.71,Delivered,1687,4
SH11160,Bengaluru_Warehouse,Hyderabad,XpressBees,2025-05-05,2025-05-12,29.6,1241.07,Delivered,2189,7
SH11161,Hyderabad_Warehouse,Mumbai,Delhivery,2025-08-01,2025-08-02,13.2,362.24,Delivered,340,1
SH11162,Bengaluru_Warehouse,Delhi,DHL,2025-07-02,2025-07-07,10.5,1160.68,Delivered,2231,5
SH11163,Hyderabad_Warehouse,Chennai,DHL,2025-11-06,2025-11-09,16.2,411.62,Delivered,442,3
SH11164,Ahmedabad_Warehouse,Chennai,BlueDart,2025-07-13,2025-07-16,12.9,463.86,Delivered,820,3
SH11165,Hyderabad_Warehouse,Surat,Delhivery,2025-07-08,2025-07-10,9.2,,Delayed,364,2
SH11166,Delhi_Warehouse,Pune,Delhivery,2025-02-08,2025-02-11,18.7,,In Transit,1034,3
SH11167,Pune_Warehouse,Delhi,DHL,2025-01-09,2025-01-14,14.8,1088.03,Delivered,1885,5
SH11168,Delhi_Warehouse,Chennai,XpressBees,2025-05-26,2025-05-30,48.0,621.35,In Transit,707,4
SH11169,Bengaluru_Warehouse,Bengaluru,BlueDart,2025-12-31,2026-01-06,12.9,1060.43,In Transit,2065,6
SH11170,Ahmedabad_Warehouse,Nashik,Delhivery,2025-12-01,2025-12-05,10.4,864.79,Delivered,1536,4
SH11171,Pune_Warehouse,Delhi,DHL,2025-08-18,2025-08-22,17.9,890.34,Delivered,1591,4
SH11172,Mumbai_Warehouse,Surat,Ecom Express,2025-08-19,2025-08-25,21.2,1222.31,Delivered,2351,6
SH11173,Pune_Warehouse,Kolkata,Delhivery,2025-05-23,2025-05-27,22.3,720.23,Delivered,1108,4
SH11174,Bengaluru_Warehouse,Mumbai,FedEx,2025-03-06,2025-03-10,22.1,673.7,Delivered,894,4
SH11175,Pune_Warehouse,Kolkata,FedEx,2025-01-04,2025-01-10,18.3,1216.92,In Transit,2487,6
SH11176,Delhi_Warehouse,Ahmedabad,BlueDart,2025-05-04,2025-05-07,17.4,887.58,Delivered,1415,3
SH11177,Pune_Warehouse,Kolkata,DHL,2025-04-26,2025-05-01,26.5,955.69,Delivered,1556,5
SH11178,Ahmedabad_Warehouse,Jaipur,XpressBees,2025-03-11,2025-03-13,8.6,427.59,Delivered,776,2
SH11179,Bengaluru_Warehouse,Nagpur,Ecom Express,2025-04-05,2025-04-08,10.4,473.0,Delivered,578,3
SH11180,Hyderabad_Warehouse,Ahmedabad,XpressBees,2025-01-10,2025-01-12,5.3,235.79,Delivered,466,2
SH11181,Bengaluru_Warehouse,Nagpur,BlueDart,2025-08-10,2025-08-12,8.7,374.15,Delayed,597,2
SH11182,Mumbai_Warehouse,Chennai,Delhivery,2025-12-05,2025-12-08,34.2,561.02,Delivered,528,3
SH11183,Pune_Warehouse,Ahmedabad,,2025-09-10,2025-09-18,25.8,1206.82,Delivered,1880,8
SH11184,Ahmedabad_Warehouse,Pune,BlueDart,2025-06-13,2025-06-16,52.0,564.96,Delivered,192,3
SH11185,Bengaluru_Warehouse,Pune,Delhivery,2025-06-03,2025-06-08,44.5,1008.37,Delivered,1592,5
SH11186,Hyderabad_Warehouse,Bengaluru,BlueDart,2025-04-23,2025-04-30,25.9,1266.07,Delivered,2376,7
SH11187,Hyderabad_Warehouse,Hyderabad,Ecom Express,2025-02-21,2025-02-25,19.7,1081.43,Delivered,1926,4
SH11188,Bengaluru_Warehouse,Kolkata,DHL,2025-08-07,2025-08-10,18.2,713.36,Delivered,1037,3
SH11189,Bengaluru_Warehouse,Mumbai,FedEx,2025-07-26,2025-07-27,3.1,313.46,Delivered,195,1
SH11190,Pune_Warehouse,Kolkata,XpressBees,2025-01-03,2025-01-10,16.8,1179.66,Delayed,2094,7
SH11191,Pune_Warehouse,Mumbai,XpressBees,2025-06-01,2025-06-04,11.8,214.58,Delivered,57,3
SH11192,Mumbai_Warehouse,Hyderabad,Ecom Express,2025-04-12,2025-04-17,9.0,829.45,Delivered,1719,5
SH11193,Pune_Warehouse,Hyderabad,BlueDart,2025-03-04,2025-03-09,23.3,1078.85,Delivered,1694,5
SH11194,Bengaluru_Warehouse,Ahmedabad,BlueDart,2025-09-14,2025-09-15,15.5,409.88,In Transit,520,1
SH11195,Ahmedabad_Warehouse,Mumbai,DHL,2025-07-11,2025-07-16,18.9,986.91,Delivered,1863,5
SH11196,Delhi_Warehouse,Chennai,FedEx,2025-08-20,2025-08-24,8.1,327.51,Delivered,480,4
SH11197,Bengaluru_Warehouse,Pune,Ecom Express,2025-09-18,,30.5,523.63,Delivered,603,3
SH11198,Ahmedabad_Warehouse,Chennai,BlueDart,2025-12-25,2025-12-30,12.9,1020.87,Delivered,2040,5
SH11199,Hyderabad_Warehouse,Ahmedabad,BlueDart,2025-10-21,2025-10-26,22.5,1287.01,Delivered,2449,5
SH11200,Pune_Warehouse,Kolkata,DHL,2025-08-15,2025-08-19,13.7,529.8,Delivered,698,4
SH11201,Pune_Warehouse,Surat,BlueDart,2025-11-17,2025-11-23,2.7,1050.97,Delivered,2308,6
SH11202,Bengaluru_Warehouse,Kolkata,Ecom Express,2025-06-24,2025-06-29,23.9,1174.4,Delivered,2288,5
SH11203,Pune_Warehouse,Hyderabad,Delhivery,2025-12-26,2025-12-31,16.2,942.19,Delivered,1935,5
SH11204,Pune_Warehouse,Bengaluru,Delhivery,2025-10-05,2025-10-06,5.0,299.09,Delivered,393,1
SH11205,Bengaluru_Warehouse,Jaipur,XpressBees,2025-08-26,2025-08-29,7.3,474.9,Delivered,783,3
SH11206,Bengaluru_Warehouse,Jaipur,FedEx,2025-11-26,2025-12-01,31.0,1031.63,Delivered,1711,5
SH11207,Pune_Warehouse,Chennai,FedEx,2025-07-08,2025-07-14,5.2,1148.07,Delivered,2499,6
SH11208,Mumbai_Warehouse,Hyderabad,Delhivery,2025-09-21,2025-09-27,12.6,1067.79,Delivered,2046,6
SH11209,Hyderabad_Warehouse,Hyderabad,BlueDart,2025-04-14,2025-04-18,54.9,1076.73,Delivered,1080,4
SH11210,Delhi_Warehouse,Pune,XpressBees,2025-12-18,2025-12-22,24.3,506.56,Delivered,626,4
SH11211,Bengaluru_Warehouse,Nashik,DHL,2025-08-16,2025-08-22,28.3,1334.7,Delivered,2403,6
SH11212,Pune_Warehouse,Chennai,DHL,2025-10-13,2025-10-19,14.6,561.72,In Transit,726,6
SH11213,Pune_Warehouse,Surat,BlueDart,2025-06-18,,4.7,450.22,Delayed,888,3
SH11214,Bengaluru_Warehouse,Jaipur,BlueDart,2025-11-13,2025-11-19,20.1,1263.87,Delivered,2414,6
SH11215,Mumbai_Warehouse,Bengaluru,XpressBees,2025-01-28,2025-02-01,7.7,742.28,Delivered,1426,4
SH11216,Pune_Warehouse,Mumbai,BlueDart,2025-02-11,2025-02-14,7.2,362.24,Delivered,698,3
SH11217,Hyderabad_Warehouse,Mumbai,BlueDart,2025-07-05,2025-07-06,18.6,273.83,Delivered,63,1
SH11218,Hyderabad_Warehouse,Nagpur,FedEx,2025-09-25,2025-09-29,8.2,614.69,Delivered,1103,4
SH11219,Delhi_Warehouse,Jaipur,BlueDart,2025-10-23,2025-10-28,17.2,1292.45,Delayed,2466,5
SH11220,Mumbai_Warehouse,Delhi,Delhivery,2025-06-10,2025-06-14,10.7,571.87,Delayed,1110,4
SH11221,Mumbai_Warehouse,Nashik,Delhivery,2025-08-26,2025-08-30,16.8,964.23,Delayed ,1764,4
SH11222,Bengaluru_Warehouse,Mumbai,Delhivery,2025-07-21,2025-07-24,12.1,540.25,Delivered,670,3
SH11223,Hyderabad_Warehouse,Nagpur,BlueDart,2025-12-17,2025-12-23,17.1,1159.03,Delivered,1951,6
SH11224,Bengaluru_Warehouse,Jaipur,DHL,2025-08-27,2025-09-04,42.2,1328.53,Delivered,1951,8
SH11225,Delhi_Warehouse,Delhi,DHL,2025-06-02,2025-06-06,28.8,906.86,Delivered,1540,4
SH11226,Mumbai_Warehouse,Nagpur,DHL,2025-12-20,2025-12-25,15.9,1055.18,In Transit,1941,5
SH11227,Pune_Warehouse,Kolkata,Delhivery,2025-02-09,2025-02-13,38.0,992.99,Delayed,1468,4
SH11228,Mumbai_Warehouse,Ahmedabad,XpressBees,2025-12-26,2025-12-29,22.7,698.9,Delivered,977,3
SH11229,Delhi_Warehouse,Delhi,XpressBees,2025-02-26,2025-03-03,36.4,1127.29,Delivered,1858,5
SH11230,Pune_Warehouse,Mumbai,FedEx,2025-04-16,2025-04-23,5.7,914.53,Delivered,2096,7
SH11231,Mumbai_Warehouse,Chennai,DHL,2025-10-27,,8.2,1017.37,Delayed,2111,5
SH11232,Bengaluru_Warehouse,Ahmedabad,Delhivery,2025-09-25,2025-09-30,20.0,529.98,Delivered,572,5
SH11233,Delhi_Warehouse,Bengaluru,DHL,2025-12-21,2025-12-26,15.6,945.8,Delivered,1708,5
SH11234,Ahmedabad_Warehouse,Mumbai,Delhivery,2025-10-01,2025-10-02,17.2,273.56,Delivered,60,1
SH11235,Delhi_Warehouse,Chennai,BlueDart,2025-08-21,2025-08-25,25.2,915.52,Delivered,1451,4
SH11236,Mumbai_Warehouse,Surat,XpressBees,2025-05-07,2025-05-11,20.1,881.68,Delivered,1449,4
SH11237,Hyderabad_Warehouse,Hyderabad,Delhivery,2025-01-02,2025-01-06,30.5,,Delivered,940,4
SH11238,Hyderabad_Warehouse,Delhi,Ecom Express,2025-02-15,2025-02-20,30.0,1364.01,Delivered,2486,5
