Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Delivery_Date,Weight_kg,Cost,Status,Distance_miles,Transit_Days,Invalid_Date
SH10993,Mumbai_Warehouse,Pune,XpressBees,3/13/2025,3/17/2025,17,446.43,Delivered,523,4,FALSE
SH10994,Pune_Warehouse,Kolkata,XpressBees,6/7/2025,6/15/2025,18.1,1125.11,Delivered,2148,8,FALSE
SH10995,Ahmedabad_Warehouse,Hyderabad,Ecom Express,7/13/2025,7/19/2025,10.1,889.49,Delivered,1938,6,FALSE
SH10996,Mumbai_Warehouse,Kolkata,BlueDart,8/17/2025,8/21/2025,11.2,908.86,In Transit,1596,4,FALSE
SH10997,Bengaluru_Warehouse,Hyderabad,Ecom Express,7/12/2025,7/15/2025,39.6,866.46,Delivered,789,3,FALSE
SH10998,Hyderabad_Warehouse,Pune,FedEx,5/12/2025,5/16/2025,25,741.79,Delayed,902,4,FALSE
SH10999,Mumbai_Warehouse,Chennai,XpressBees,12/18/2025,12/21/2025,15,735.92,Delivered,1116,3,FALSE
SH11000,Mumbai_Warehouse,Nagpur,FedEx,7/7/2025,7/12/2025,8.3,865.65,Delivered,1673,5,FALSE
SH11001,Bengaluru_Warehouse,Delhi,BlueDart,10/23/2025,10/30/2025,11.3,951.21,Delivered,1956,7,FALSE
SH11002,Pune_Warehouse,Nashik,DHL,9/26/2025,9/30/2025,5,838.81,In Transit,1696,4,FALSE
SH11003,Ahmedabad_Warehouse,Kolkata,DHL,7/23/2025,7/29/2025,20.9,1351.64,Delivered,2329,6,FALSE
SH11004,Pune_Warehouse,Chennai,BlueDart,11/20/2025,11/27/2025,10.8,1162.12,Delivered,2404,7,FALSE
SH11005,Mumbai_Warehouse,Delhi,Delhivery,2/16/2025,2/22/2025,21.9,987.47,Delivered,1777,6,FALSE
SH11006,Pune_Warehouse,Nagpur,DHL,12/3/2025,12/6/2025,28.7,787.63,Delivered,959,3,FALSE
SH11007,Pune_Warehouse,Nashik,XpressBees,11/7/2025,11/12/2025,22.2,970.81,Delivered,1518,5,FALSE
SH11008,Mumbai_Warehouse,Nashik,DHL,7/3/2025,7/7/2025,13.8,608.89,Delivered,1091,4,FALSE
SH11009,Bengaluru_Warehouse,Jaipur,XpressBees,9/25/2025,10/2/2025,9.7,816.29,Delivered,1591,7,FALSE
SH11010,Delhi_Warehouse,Chennai,FedEx,7/9/2025,7/15/2025,7.4,972.1,Delayed,2040,6,FALSE
SH11011,Bengaluru_Warehouse,Surat,BlueDart,4/9/2025,4/13/2025,37.2,801.13,Delivered,955,4,FALSE
SH11012,Pune_Warehouse,Hyderabad,DHL,10/19/2025,10/25/2025,21.5,794.255,Delivered,1289,6,FALSE
SH11013,Mumbai_Warehouse,Pune,Ecom Express,3/31/2025,4/2/2025,14.3,224.95,Delivered,161,2,FALSE
SH11014,Mumbai_Warehouse,Ahmedabad,Ecom Express,4/25/2025,4/29/2025,26.3,1142.58,Delivered,1855,4,FALSE
SH11015,Mumbai_Warehouse,Nagpur,DHL,7/9/2025,7/13/2025,33.6,896.19,In Transit,1250,4,FALSE
SH11016,Ahmedabad_Warehouse,Surat,DHL,11/2/2025,11/7/2025,11,795.36,Delivered,1176,5,FALSE
SH11017,Pune_Warehouse,Pune,Delhivery,5/21/2025,5/26/2025,21.1,845.57,Delivered,1354,5,FALSE
SH11018,Pune_Warehouse,Jaipur,XpressBees,6/30/2025,7/3/2025,21.4,499.33,In Transit,578,3,FALSE
SH11019,Bengaluru_Warehouse,Ahmedabad,DHL,1/16/2025,1/19/2025,42.2,1106.61,Delivered,1515,3,FALSE
SH11020,Mumbai_Warehouse,Jaipur,FedEx,2/12/2025,2/17/2025,14.2,970.08,Delivered,1876,5,FALSE
SH11021,Bengaluru_Warehouse,Pune,Delhivery,1/21/2025,1/26/2025,9.5,442.95,Delivered,907,5,FALSE
SH11022,Bengaluru_Warehouse,Mumbai,DHL,1/27/2025,1/28/2025,22.7,415.54,Delivered,371,1,FALSE
SH11023,Hyderabad_Warehouse,Jaipur,FedEx,11/14/2025,11/17/2025,27.7,720.51,Delivered,998,3,FALSE
SH11024,Mumbai_Warehouse,Nashik,DHL,11/4/2025,11/6/2025,20,387.54,Delivered,536,2,FALSE
SH11025,Mumbai_Warehouse,Jaipur,BlueDart,10/27/2025,10/30/2025,44,855.7,Delivered,966,3,FALSE
SH11026,Hyderabad_Warehouse,Mumbai,Ecom Express,1/21/2025,1/26/2025,14.2,753.13,Delivered,1586,5,FALSE
SH11027,Delhi_Warehouse,Chennai,BlueDart,1/29/2025,2/1/2025,20.3,370.77,In Transit,327,3,FALSE
SH11028,Mumbai_Warehouse,Delhi,FedEx,4/13/2025,4/19/2025,6,934.42,Delivered,1881,6,FALSE
SH11029,Bengaluru_Warehouse,Hyderabad,BlueDart,7/26/2025,7/28/2025,9.1,414.68,Delivered,600,2,FALSE
SH11030,Delhi_Warehouse,Bengaluru,Delhivery,5/2/2025,5/7/2025,11.1,794.255,Delivered,2242,5,FALSE
SH11031,Ahmedabad_Warehouse,Hyderabad,DHL,6/27/2025,7/3/2025,15.8,984.5,Delivered,1845,6,FALSE
SH11032,Ahmedabad_Warehouse,Ahmedabad,DHL,3/5/2025,3/8/2025,6.8,396.24,Delivered,718,3,FALSE
SH11033,Bengaluru_Warehouse,Jaipur,FedEx,9/24/2025,9/30/2025,26.1,903.04,Delivered,1430,6,FALSE
SH11034,Mumbai_Warehouse,Nagpur,XpressBees,4/25/2025,4/29/2025,10.4,306.41,Delayed,321,4,FALSE
SH11035,Hyderabad_Warehouse,Surat,Ecom Express,1/25/2025,1/29/2025,61.9,680.12,Delayed,294,4,FALSE
SH11036,Pune_Warehouse,Nashik,DHL,9/29/2025,10/5/2025,10.6,1189.88,Delayed,2393,6,FALSE
SH11037,Ahmedabad_Warehouse,Kolkata,FedEx,11/26/2025,12/2/2025,19,1102.6,Delivered,2016,6,FALSE
SH11038,Bengaluru_Warehouse,Jaipur,BlueDart,1/6/2025,1/9/2025,17.4,398.52,Delivered,428,3,FALSE
SH11039,Delhi_Warehouse,Delhi,FedEx,6/9/2025,6/13/2025,8.5,597.05,Delivered,742,4,FALSE
SH11040,Ahmedabad_Warehouse,Surat,XpressBees,10/29/2025,10/31/2025,15.8,430.84,Delivered,534,2,FALSE
SH11041,Bengaluru_Warehouse,Nagpur,XpressBees,9/15/2025,9/20/2025,15.7,625.65,Delivered,1018,5,FALSE
SH11042,Delhi_Warehouse,Nashik,FedEx,11/9/2025,11/12/2025,31.3,643.7,Delivered,764,3,FALSE
SH11043,Pune_Warehouse,Nashik,DHL,6/1/2025,6/5/2025,23.2,582.48,Delivered,854,4,FALSE
SH11044,Bengaluru_Warehouse,Jaipur,FedEx,5/16/2025,5/19/2025,25.9,903.61,Delivered,1347,3,FALSE
SH11045,Pune_Warehouse,Nagpur,Delhivery,9/16/2025,9/19/2025,30.9,520.37,Delivered,513,3,FALSE
SH11046,Mumbai_Warehouse,Mumbai,Ecom Express,2/26/2025,3/4/2025,26.1,1200.07,Delivered,2213,6,FALSE
SH11047,Mumbai_Warehouse,Jaipur,BlueDart,3/29/2025,4/4/2025,21,998.76,Delivered,1833,6,FALSE
SH11048,Bengaluru_Warehouse,Ahmedabad,FedEx,8/8/2025,8/14/2025,11,923.21,Delivered,1914,6,FALSE
SH11049,Ahmedabad_Warehouse,Surat,FedEx,9/1/2025,9/4/2025,20.1,349.84,Delivered,465,3,FALSE
SH11050,Pune_Warehouse,Nagpur,DHL,2/13/2025,2/18/2025,9.6,885.84,Delivered,1785,5,FALSE
SH11051,Pune_Warehouse,Kolkata,DHL,7/5/2025,7/12/2025,16.7,1151.56,Delayed,2099,7,FALSE
SH11052,Bengaluru_Warehouse,Mumbai,BlueDart,5/14/2025,5/16/2025,15.2,421.21,Delivered,479,2,FALSE
SH11053,Mumbai_Warehouse,Chennai,Delhivery,7/3/2025,7/7/2025,15.9,1095.2,Delivered,1891,4,FALSE
SH11054,Mumbai_Warehouse,Bengaluru,DHL,12/16/2025,12/20/2025,6.8,568.02,Delivered,926,4,FALSE
SH11055,Bengaluru_Warehouse,Ahmedabad,FedEx,1/28/2025,2/2/2025,1.8,955.72,Delivered,1980,5,FALSE
SH11056,Bengaluru_Warehouse,Kolkata,XpressBees,12/30/2025,1/2/2026,13.4,810.69,Delayed,1222,3,FALSE
SH11057,Mumbai_Warehouse,Kolkata,XpressBees,6/14/2025,6/19/2025,35.4,1222.28,Delivered,2016,5,FALSE
SH11058,Pune_Warehouse,Nashik,Delhivery,10/9/2025,10/12/2025,18.8,415.89,In Transit,411,3,FALSE
SH11059,Pune_Warehouse,Nashik,Delhivery,6/4/2025,6/8/2025,33.8,787.93,Delayed,1003,4,FALSE
SH11060,Hyderabad_Warehouse,Nagpur,Delhivery,4/24/2025,4/25/2025,9.6,548.91,Delivered,720,1,FALSE
SH11061,Bengaluru_Warehouse,Kolkata,BlueDart,10/9/2025,10/12/2025,12.9,466.15,Delivered,658,3,FALSE
SH11062,Hyderabad_Warehouse,Jaipur,FedEx,9/8/2025,9/12/2025,64.2,928.14,Delivered,805,4,FALSE
SH11063,Mumbai_Warehouse,Mumbai,BlueDart,2/22/2025,2/25/2025,10,611.86,Delivered,987,3,FALSE
SH11064,Ahmedabad_Warehouse,Pune,Ecom Express,9/15/2025,9/17/2025,25.5,403.48,Delivered,361,2,FALSE
SH11065,Pune_Warehouse,Nagpur,Delhivery,10/2/2025,10/8/2025,25.5,1074.95,Delivered,1783,6,FALSE
SH11066,Ahmedabad_Warehouse,Nagpur,Ecom Express,5/22/2025,5/27/2025,23.8,892.22,Delivered,1398,5,FALSE
SH11067,Ahmedabad_Warehouse,Kolkata,Delhivery,12/4/2025,12/11/2025,25.7,1162.47,Delivered,2082,7,FALSE
SH11068,Delhi_Warehouse,Ahmedabad,DHL,8/22/2025,8/25/2025,9.9,942.03,Delivered,1778,3,FALSE
SH11069,Hyderabad_Warehouse,Hyderabad,Delhivery,5/2/2025,5/6/2025,13.8,289.77,Delivered,415,4,FALSE
SH11070,Hyderabad_Warehouse,Pune,XpressBees,1/4/2025,1/7/2025,2.2,200.48,In Transit,221,3,FALSE
SH11071,Hyderabad_Warehouse,Chennai,Delhivery,9/4/2025,9/10/2025,43.1,877.02,Delivered,1086,6,FALSE
SH11072,Mumbai_Warehouse,Surat,Delhivery,3/18/2025,3/21/2025,25.7,972.05,Delivered,1229,3,FALSE
SH11073,Mumbai_Warehouse,Mumbai,FedEx,10/4/2025,10/5/2025,11.1,450.88,In Transit,638,1,FALSE
SH11074,Ahmedabad_Warehouse,Hyderabad,Ecom Express,7/11/2025,7/17/2025,9.7,955.79,Delivered,1967,6,FALSE
SH11075,Hyderabad_Warehouse,Bengaluru,BlueDart,6/20/2025,6/24/2025,35.8,927.99,Delivered,1475,4,FALSE
SH11076,Bengaluru_Warehouse,Nagpur,FedEx,3/1/2025,3/7/2025,10.5,1031.91,Delivered,1883,6,FALSE
SH11077,Pune_Warehouse,Chennai,BlueDart,9/17/2025,9/20/2025,11,287.39,Delivered,317,3,FALSE
SH11078,Delhi_Warehouse,Nashik,DHL,3/2/2025,3/8/2025,8.3,966.77,Delayed,2047,6,FALSE
SH11079,Delhi_Warehouse,Surat,XpressBees,6/2/2025,6/5/2025,28.8,576.4,Delivered,555,3,FALSE
SH11080,Delhi_Warehouse,Pune,Ecom Express,11/2/2025,11/6/2025,33.5,882.64,Delivered,1148,4,FALSE
SH11081,Bengaluru_Warehouse,Chennai,FedEx,12/2/2025,12/6/2025,15.3,717.84,Delivered,1126,4,FALSE
SH11082,Hyderabad_Warehouse,Nagpur,Ecom Express,12/28/2025,1/3/2026,33.7,1233.16,Delivered,2061,6,FALSE
SH11083,Delhi_Warehouse,Pune,DHL,12/16/2025,12/20/2025,22.5,585.77,Delivered,728,4,FALSE
SH11084,Ahmedabad_Warehouse,Nagpur,BlueDart,7/22/2025,7/26/2025,7.9,428.71,Delivered,640,4,FALSE
SH11085,Mumbai_Warehouse,Delhi,Delhivery,3/15/2025,3/19/2025,41.2,819.14,Delivered,882,4,FALSE
SH11086,Hyderabad_Warehouse,Delhi,DHL,11/3/2025,11/6/2025,8.2,565.35,Delivered,934,3,FALSE
SH11087,Hyderabad_Warehouse,Pune,Ecom Express,10/20/2025,10/21/2025,16.1,484.94,Delivered,495,1,FALSE
SH11088,Bengaluru_Warehouse,Nagpur,Ecom Express,12/28/2025,12/31/2025,15.3,415.59,Delayed,482,3,FALSE
SH11089,Delhi_Warehouse,Chennai,Delhivery,8/26/2025,8/28/2025,13.5,408.97,Delivered,617,2,FALSE
SH11090,Delhi_Warehouse,Ahmedabad,FedEx,2/21/2025,2/25/2025,3.8,606.26,Delivered,1195,4,FALSE
SH11091,Delhi_Warehouse,Chennai,Ecom Express,7/3/2025,7/6/2025,56.2,973.38,Delivered,891,3,FALSE
SH11092,Ahmedabad_Warehouse,Bengaluru,BlueDart,6/13/2025,6/17/2025,4.2,441.64,Delayed,1010,4,FALSE
SH11093,Mumbai_Warehouse,Ahmedabad,Ecom Express,11/4/2025,11/8/2025,42.8,1106.9,Delivered,1812,4,FALSE
SH11094,Bengaluru_Warehouse,Chennai,Delhivery,5/24/2025,5/26/2025,9.5,480.06,Delayed,640,2,FALSE
SH11095,Ahmedabad_Warehouse,Hyderabad,DHL,4/30/2025,5/7/2025,11.8,1221.51,Delivered,2280,7,FALSE
SH11096,Bengaluru_Warehouse,Jaipur,DHL,1/30/2025,2/4/2025,40.2,1146.75,Delayed,1892,5,FALSE
SH11097,Bengaluru_Warehouse,Pune,DHL,11/1/2025,11/4/2025,24.1,491.14,Delayed,478,3,FALSE
SH11098,Bengaluru_Warehouse,Ahmedabad,DHL,10/3/2025,10/7/2025,6.2,454.71,Delivered,819,4,FALSE
SH11099,Bengaluru_Warehouse,Kolkata,FedEx,1/16/2025,1/20/2025,6.1,327.08,Delivered,499,4,FALSE
SH11100,Bengaluru_Warehouse,Chennai,DHL,6/8/2025,6/12/2025,21.8,583.66,Delivered,718,4,FALSE
SH11101,Ahmedabad_Warehouse,Delhi,XpressBees,6/25/2025,6/29/2025,8.1,474.64,Delivered,945,4,FALSE
SH11102,Hyderabad_Warehouse,Ahmedabad,XpressBees,6/21/2025,6/24/2025,24.8,385.3,Delivered,370,3,FALSE
SH11103,Ahmedabad_Warehouse,Jaipur,FedEx,12/2/2025,12/5/2025,26.4,323.53,Delivered,85,3,FALSE
SH11104,Bengaluru_Warehouse,Surat,FedEx,2/24/2025,2/28/2025,10.2,631.2,In Transit,1125,4,FALSE
SH11105,Hyderabad_Warehouse,Chennai,Ecom Express,4/22/2025,4/26/2025,12.3,865.18,Delivered,1768,4,FALSE
SH11106,Ahmedabad_Warehouse,Chennai,Delhivery,3/8/2025,3/11/2025,22.3,645.62,Delivered,792,3,FALSE
SH11107,Pune_Warehouse,Chennai,Delhivery,3/31/2025,4/7/2025,9.9,1047.54,Delivered,2158,7,FALSE
SH11108,Ahmedabad_Warehouse,Bengaluru,XpressBees,11/28/2025,12/1/2025,18.8,617.7,Delivered,955,3,FALSE
SH11109,Hyderabad_Warehouse,Bengaluru,Delhivery,12/10/2025,12/18/2025,66.6,1609.59,Delivered,2257,8,FALSE
SH11110,Delhi_Warehouse,Hyderabad,Ecom Express,1/17/2025,1/20/2025,23,532.17,Delivered,628,3,FALSE
SH11111,Hyderabad_Warehouse,Hyderabad,Delhivery,8/19/2025,8/24/2025,13.7,818.33,Delivered,1371,5,FALSE
SH11112,Pune_Warehouse,Surat,Delhivery,3/26/2025,4/2/2025,59.7,1342.51,In Transit,1920,7,FALSE
SH11113,Hyderabad_Warehouse,Kolkata,FedEx,3/12/2025,3/14/2025,30.1,340.47,Delivered,194,2,FALSE
SH11114,Bengaluru_Warehouse,Kolkata,Delhivery,4/17/2025,4/24/2025,8.2,1110.84,In Transit,2329,7,FALSE
SH11115,Ahmedabad_Warehouse,Jaipur,XpressBees,3/12/2025,3/16/2025,9.4,559.69,Delivered,944,4,FALSE
SH11116,Bengaluru_Warehouse,Nashik,BlueDart,6/28/2025,7/1/2025,4.6,584.26,Delivered,1270,3,FALSE
SH11117,Bengaluru_Warehouse,Pune,DHL,12/30/2025,1/4/2026,22,858.47,Delivered,1590,5,FALSE
SH11118,Bengaluru_Warehouse,Delhi,Delhivery,8/3/2025,8/9/2025,3.3,800.58,Delivered,1625,6,FALSE
SH11119,Bengaluru_Warehouse,Jaipur,Ecom Express,9/21/2025,9/23/2025,59.7,591.13,Delayed,108,2,FALSE
SH11120,Ahmedabad_Warehouse,Bengaluru,XpressBees,6/30/2025,7/7/2025,14.8,1039.41,Delivered,2175,7,FALSE
SH11121,Hyderabad_Warehouse,Jaipur,Delhivery,1/6/2025,1/9/2025,31.3,1061.9,Delivered,1578,3,FALSE
SH11122,Mumbai_Warehouse,Kolkata,Ecom Express,1/31/2025,2/5/2025,13.9,1212.56,Delayed,2498,5,FALSE
SH11123,Bengaluru_Warehouse,Bengaluru,FedEx,4/9/2025,4/14/2025,21.8,834.64,Delivered,1205,5,FALSE
SH11124,Pune_Warehouse,Surat,BlueDart,3/30/2025,4/5/2025,16.2,871.53,Delayed,1553,6,FALSE
SH11125,Mumbai_Warehouse,Ahmedabad,BlueDart,11/3/2025,11/7/2025,18.4,727.63,Delivered,1131,4,FALSE
SH11126,Ahmedabad_Warehouse,Chennai,FedEx,11/4/2025,11/11/2025,37.5,1323.72,Delayed,2230,7,FALSE
SH11127,Ahmedabad_Warehouse,Mumbai,Ecom Express,11/8/2025,11/15/2025,49,1228.27,Delivered,2090,7,FALSE
SH11128,Ahmedabad_Warehouse,Delhi,XpressBees,8/21/2025,8/27/2025,46.7,1370.35,Delivered,2276,6,FALSE
SH11129,Delhi_Warehouse,Surat,FedEx,7/23/2025,7/27/2025,98.7,1451.74,Delivered,1285,4,FALSE
SH11130,Delhi_Warehouse,Kolkata,DHL,8/25/2025,8/31/2025,10.7,1026.39,Delivered,1989,6,FALSE
SH11131,Hyderabad_Warehouse,Ahmedabad,Ecom Express,5/29/2025,6/2/2025,23.2,568.95,In Transit,929,4,FALSE
SH11132,Pune_Warehouse,Mumbai,XpressBees,9/2/2025,9/5/2025,10.8,664.03,Delivered,1179,3,FALSE
SH11133,Mumbai_Warehouse,Mumbai,XpressBees,10/17/2025,10/22/2025,36.5,1131.99,Delivered,1913,5,FALSE
SH11134,Delhi_Warehouse,Hyderabad,FedEx,10/6/2025,10/8/2025,8.5,269.31,Delivered,248,2,FALSE
SH11135,Bengaluru_Warehouse,Kolkata,Ecom Express,8/13/2025,8/19/2025,37.9,1153.3,Delayed,1791,6,FALSE
SH11136,Delhi_Warehouse,Bengaluru,Ecom Express,1/22/2025,1/24/2025,20.4,331.25,Delivered,88,2,FALSE
SH11137,Pune_Warehouse,Kolkata,Ecom Express,9/22/2025,9/26/2025,16.9,900.99,Delayed,1473,4,FALSE
SH11138,Bengaluru_Warehouse,Ahmedabad,Ecom Express,5/14/2025,5/19/2025,18.2,771.92,Delivered,1219,5,FALSE
SH11139,Ahmedabad_Warehouse,Pune,XpressBees,9/29/2025,10/3/2025,7.4,693.38,Delayed,1198,4,FALSE
SH11140,Pune_Warehouse,Ahmedabad,BlueDart,7/16/2025,7/20/2025,7.9,657.5,Delivered,1261,4,FALSE
SH11141,Delhi_Warehouse,Bengaluru,DHL,11/18/2025,11/21/2025,20.7,938.32,Delivered,1255,3,FALSE
SH11142,Pune_Warehouse,Nashik,FedEx,5/4/2025,5/7/2025,20.6,628.22,Delivered,1048,3,FALSE
SH11143,Pune_Warehouse,Nagpur,XpressBees,12/6/2025,12/10/2025,11.2,631.69,Delivered,1156,4,FALSE
SH11144,Bengaluru_Warehouse,Nashik,XpressBees,11/5/2025,11/10/2025,14.7,860.16,In Transit,1442,5,FALSE
SH11145,Delhi_Warehouse,Kolkata,DHL,5/1/2025,5/7/2025,24.5,1136.47,In Transit,1921,6,FALSE
SH11146,Bengaluru_Warehouse,Chennai,BlueDart,6/26/2025,7/1/2025,9.8,779.37,Delivered,1403,5,FALSE
SH11147,Mumbai_Warehouse,Chennai,FedEx,7/13/2025,7/20/2025,4.2,834.92,In Transit,1624,7,FALSE
SH11148,Bengaluru_Warehouse,Mumbai,FedEx,10/8/2025,10/13/2025,44.1,1222.25,Delivered,2100,5,FALSE
SH11149,Mumbai_Warehouse,Surat,Delhivery,9/9/2025,9/14/2025,21.6,1390.51,Delivered,2475,5,FALSE
SH11150,Delhi_Warehouse,Hyderabad,Delhivery,11/7/2025,11/8/2025,12.7,309.46,Delivered,316,1,FALSE
SH11151,Ahmedabad_Warehouse,Nagpur,BlueDart,5/16/2025,5/21/2025,10.8,995.06,Delivered,1797,5,FALSE
SH11152,Delhi_Warehouse,Nashik,BlueDart,7/4/2025,7/6/2025,9.8,303.88,Delivered,601,2,FALSE
SH11153,Hyderabad_Warehouse,Chennai,Delhivery,6/7/2025,6/10/2025,36.4,626.95,Delivered,532,3,FALSE
SH11154,Delhi_Warehouse,Delhi,Ecom Express,11/28/2025,12/5/2025,6.5,941.32,Delivered,1993,7,FALSE
SH11155,Ahmedabad_Warehouse,Nagpur,DHL,4/22/2025,4/26/2025,23.1,399.38,Delivered,218,4,FALSE
SH11156,Ahmedabad_Warehouse,Delhi,DHL,8/3/2025,8/9/2025,23.1,1187.55,Delayed,2128,6,FALSE
SH11157,Ahmedabad_Warehouse,Surat,BlueDart,2/13/2025,2/21/2025,29.1,1161.44,Delivered,1938,8,FALSE
SH11158,Delhi_Warehouse,Nagpur,BlueDart,11/7/2025,11/13/2025,13.6,1182.32,Delivered,2488,6,FALSE
SH11159,Pune_Warehouse,Hyderabad,XpressBees,5/21/2025,5/25/2025,41.8,1140.71,Delivered,1687,4,FALSE
SH11160,Bengaluru_Warehouse,Hyderabad,XpressBees,5/5/2025,5/12/2025,29.6,1241.07,Delivered,2189,7,FALSE
SH11161,Hyderabad_Warehouse,Mumbai,Delhivery,8/1/2025,8/2/2025,13.2,362.24,Delivered,340,1,FALSE
SH11162,Bengaluru_Warehouse,Delhi,DHL,7/2/2025,7/7/2025,10.5,1160.68,Delivered,2231,5,FALSE
SH11163,Hyderabad_Warehouse,Chennai,DHL,11/6/2025,11/9/2025,16.2,411.62,Delivered,442,3,FALSE
SH11164,Ahmedabad_Warehouse,Chennai,BlueDart,7/13/2025,7/16/2025,12.9,463.86,Delivered,820,3,FALSE
SH11165,Hyderabad_Warehouse,Surat,Delhivery,7/8/2025,7/10/2025,9.2,794.255,Delayed,364,2,FALSE
SH11166,Delhi_Warehouse,Pune,Delhivery,2/8/2025,2/11/2025,18.7,794.255,In Transit,1034,3,FALSE
SH11167,Pune_Warehouse,Delhi,DHL,1/9/2025,1/14/2025,14.8,1088.03,Delivered,1885,5,FALSE
SH11168,Delhi_Warehouse,Chennai,XpressBees,5/26/2025,5/30/2025,48,621.35,In Transit,707,4,FALSE
SH11169,Bengaluru_Warehouse,Bengaluru,BlueDart,12/31/2025,1/6/2026,12.9,1060.43,In Transit,2065,6,FALSE
SH11170,Ahmedabad_Warehouse,Nashik,Delhivery,12/1/2025,12/5/2025,10.4,864.79,Delivered,1536,4,FALSE
SH11171,Pune_Warehouse,Delhi,DHL,8/18/2025,8/22/2025,17.9,890.34,Delivered,1591,4,FALSE
SH11172,Mumbai_Warehouse,Surat,Ecom Express,8/19/2025,8/25/2025,21.2,1222.31,Delivered,2351,6,FALSE
SH11173,Pune_Warehouse,Kolkata,Delhivery,5/23/2025,5/27/2025,22.3,720.23,Delivered,1108,4,FALSE
SH11174,Bengaluru_Warehouse,Mumbai,FedEx,3/6/2025,3/10/2025,22.1,673.7,Delivered,894,4,FALSE
SH11175,Pune_Warehouse,Kolkata,FedEx,1/4/2025,1/10/2025,18.3,1216.92,In Transit,2487,6,FALSE
SH11176,Delhi_Warehouse,Ahmedabad,BlueDart,5/4/2025,5/7/2025,17.4,887.58,Delivered,1415,3,FALSE
SH11177,Pune_Warehouse,Kolkata,DHL,4/26/2025,5/1/2025,26.5,955.69,Delivered,1556,5,FALSE
SH11178,Ahmedabad_Warehouse,Jaipur,XpressBees,3/11/2025,3/13/2025,8.6,427.59,Delivered,776,2,FALSE
SH11179,Bengaluru_Warehouse,Nagpur,Ecom Express,4/5/2025,4/8/2025,10.4,473,Delivered,578,3,FALSE
SH11180,Hyderabad_Warehouse,Ahmedabad,XpressBees,1/10/2025,1/12/2025,5.3,235.79,Delivered,466,2,FALSE
SH11181,Bengaluru_Warehouse,Nagpur,BlueDart,8/10/2025,8/12/2025,8.7,374.15,Delayed,597,2,FALSE
SH11182,Mumbai_Warehouse,Chennai,Delhivery,12/5/2025,12/8/2025,34.2,561.02,Delivered,528,3,FALSE
SH11183,Pune_Warehouse,Ahmedabad,DHL,9/10/2025,9/18/2025,25.8,1206.82,Delivered,1880,8,FALSE
SH11184,Ahmedabad_Warehouse,Pune,BlueDart,6/13/2025,6/16/2025,52,564.96,Delivered,192,3,FALSE
SH11185,Bengaluru_Warehouse,Pune,Delhivery,6/3/2025,6/8/2025,44.5,1008.37,Delivered,1592,5,FALSE
SH11186,Hyderabad_Warehouse,Bengaluru,BlueDart,4/23/2025,4/30/2025,25.9,1266.07,Delivered,2376,7,FALSE
SH11187,Hyderabad_Warehouse,Hyderabad,Ecom Express,2/21/2025,2/25/2025,19.7,1081.43,Delivered,1926,4,FALSE
SH11188,Bengaluru_Warehouse,Kolkata,DHL,8/7/2025,8/10/2025,18.2,713.36,Delivered,1037,3,FALSE
SH11189,Bengaluru_Warehouse,Mumbai,FedEx,7/26/2025,7/27/2025,3.1,313.46,Delivered,195,1,FALSE
SH11190,Pune_Warehouse,Kolkata,XpressBees,1/3/2025,1/10/2025,16.8,1179.66,Delayed,2094,7,FALSE
SH11191,Pune_Warehouse,Mumbai,XpressBees,6/1/2025,6/4/2025,11.8,214.58,Delivered,57,3,FALSE
SH11192,Mumbai_Warehouse,Hyderabad,Ecom Express,4/12/2025,4/17/2025,9,829.45,Delivered,1719,5,FALSE
SH11193,Pune_Warehouse,Hyderabad,BlueDart,3/4/2025,3/9/2025,23.3,1078.85,Delivered,1694,5,FALSE
SH11194,Bengaluru_Warehouse,Ahmedabad,BlueDart,9/14/2025,9/15/2025,15.5,409.88,In Transit,520,1,FALSE
SH11195,Ahmedabad_Warehouse,Mumbai,DHL,7/11/2025,7/16/2025,18.9,986.91,Delivered,1863,5,FALSE
SH11196,Delhi_Warehouse,Chennai,FedEx,8/20/2025,8/24/2025,8.1,327.51,Delivered,480,4,FALSE
SH11197,Bengaluru_Warehouse,Pune,Ecom Express,9/18/2025,9/21/2025,30.5,523.63,Delivered,603,3,FALSE
SH11198,Ahmedabad_Warehouse,Chennai,BlueDart,12/25/2025,12/30/2025,12.9,1020.87,Delivered,2040,5,FALSE
SH11199,Hyderabad_Warehouse,Ahmedabad,BlueDart,10/21/2025,10/26/2025,22.5,1287.01,Delivered,2449,5,FALSE
SH11200,Pune_Warehouse,Kolkata,DHL,8/15/2025,8/19/2025,13.7,529.8,Delivered,698,4,FALSE
SH11201,Pune_Warehouse,Surat,BlueDart,11/17/2025,11/23/2025,2.7,1050.97,Delivered,2308,6,FALSE
SH11202,Bengaluru_Warehouse,Kolkata,Ecom Express,6/24/2025,6/29/2025,23.9,1174.4,Delivered,2288,5,FALSE
SH11203,Pune_Warehouse,Hyderabad,Delhivery,12/26/2025,12/31/2025,16.2,942.19,Delivered,1935,5,FALSE
SH11204,Pune_Warehouse,Bengaluru,Delhivery,10/5/2025,10/6/2025,5,299.09,Delivered,393,1,FALSE
SH11205,Bengaluru_Warehouse,Jaipur,XpressBees,8/26/2025,8/29/2025,7.3,474.9,Delivered,783,3,FALSE
